application,dataset_seed,infrastructure,task,security_threshold,eligible_candidates,latency_feasible,security_feasible,witness_found,witness_cost,ac_pool_domain_size,local_budget_quantile,local_budget,min_eligible_cost,global_budget_factor,global_budget_slack,cheapest_eligible_binding_cost,global_budget,norm_cost_min,norm_cost_max,norm_latency_min,norm_latency_max,norm_security_min,norm_security_max
stockOrch,146588263,infrastructure_120,__global__,,,,,True,,,,,,1.5,0.25,78.00426047,104.27155262,26.71537625,357.48667053,0.0,598.381,0.66,1.0
stockOrch,146588263,infrastructure_125,fCheck,1.0,68,True,True,True,15.5334328,78,0.75,31.479578,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_125,fBuyOrSell,0.66,34,True,True,True,32.56740612,34,0.75,70.68164412,32.56740612,,,,,,,,,,
stockOrch,146588263,infrastructure_125,fSell,0.66,56,True,True,True,8.29558335,56,0.75,21.10340912,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_125,fBuy,0.66,71,True,True,True,8.29558335,59,0.75,20.42927779,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_125,fRecord,0.33,76,True,True,True,26.75743743,38,0.75,54.31236828,26.75743743,,,,,,,,,,
stockOrch,146588263,infrastructure_125,__global__,,,,,True,,,,,,1.5,0.25,83.1538597,106.67537824,13.12981253,325.66681037,0.0,595.468,0.33,1.0
stockOrch,146588263,infrastructure_130,fCheck,1.0,114,True,True,True,15.5334328,93,0.75,37.8391184,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_130,fBuyOrSell,0.66,38,True,True,True,32.07114344,38,0.75,75.71100291,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_130,fSell,0.66,60,True,True,True,8.29558335,60,0.75,19.43247184,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_130,fBuy,0.66,75,True,True,True,8.29558335,63,0.75,17.18773263,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_130,fRecord,0.33,123,True,True,True,26.75743743,41,0.75,56.35614266,26.75743743,,,,,,,,,,
stockOrch,146588263,infrastructure_130,__global__,,,,,True,,,,,,1.5,0.25,82.65759702,109.04728932,33.98538534,289.00104483,0.0,597.11,0.33,1.0
stockOrch,146588263,infrastructure_135,fCheck,1.0,132,True,True,True,16.03557172,96,0.75,35.77621041,16.03557172,,,,,,,,,,
stockOrch,146588263,infrastructure_135,fBuyOrSell,0.66,33,True,True,True,29.50677809,33,0.75,71.55242082,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_135,fSell,0.66,52,True,True,True,8.32631233,52,0.75,17.40751545,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_135,fBuy,0.66,67,True,True,True,0.700001,55,0.75,16.58894088,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_135,fRecord,0.33,148,True,True,True,33.29499966,38,0.75,53.8059581,33.29499966,,,,,,,,,,
stockOrch,146588263,infrastructure_135,__global__,,,,,True,,,,,,1.5,0.25,83.35050614,107.04608398,9.43422118,350.37163343,0.0,596.756,0.33,1.0
stockOrch,146588263,infrastructure_140,fCheck,1.0,160,True,True,True,16.28370306,97,0.75,35.55850761,16.28370306,,,,,,,,,,
stockOrch,146588263,infrastructure_140,fBuyOrSell,0.66,40,True,True,True,32.07114344,40,0.75,72.50272533,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_140,fSell,0.66,52,True,True,True,8.29558335,52,0.75,21.42339181,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_140,fBuy,0.66,67,True,True,True,8.29558335,55,0.75,19.88106848,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_140,fRecord,0.33,174,True,True,True,16.50338905,44,0.75,56.41413913,16.50338905,,,,,,,,,,
stockOrch,146588263,infrastructure_140,__global__,,,,,True,,,,,,1.5,0.25,73.1538189,101.14726473,13.12981253,336.23772058,0.0,598.998,0.33,1.0
stockOrch,146588263,infrastructure_145,fCheck,1.0,129,True,True,True,16.28370306,104,0.75,36.36146489,16.28370306,,,,,,,,,,
stockOrch,146588263,infrastructure_145,fBuyOrSell,0.66,43,True,True,True,32.07114344,43,0.75,74.98311071,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_145,fSell,0.66,56,True,True,True,8.46040774,56,0.75,24.89972415,8.46040774,,,,,,,,,,
stockOrch,146588263,infrastructure_145,fBuy,0.66,71,True,True,True,8.46040774,59,0.75,18.41450637,8.46040774,,,,,,,,,,
stockOrch,146588263,infrastructure_145,fRecord,0.33,138,True,True,True,16.50338905,46,0.75,56.6973213,16.50338905,,,,,,,,,,
stockOrch,146588263,infrastructure_145,__global__,,,,,True,,,,,,1.5,0.25,73.31864329,102.41373551,25.59801797,337.64658865,0.0,595.61,0.33,1.0
stockOrch,146588263,infrastructure_150,fCheck,1.0,135,True,True,True,16.03557172,102,0.75,34.06275792,16.03557172,,,,,,,,,,
stockOrch,146588263,infrastructure_150,fBuyOrSell,0.66,45,True,True,True,29.50677809,45,0.75,68.87162637,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_150,fSell,0.66,65,True,True,True,8.29558335,65,0.75,21.06997658,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_150,fBuy,0.66,80,True,True,True,0.700001,68,0.75,19.86592016,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_150,fRecord,0.33,140,True,True,True,32.07614134,47,0.75,53.22305925,32.07614134,,,,,,,,,,
stockOrch,146588263,infrastructure_150,__global__,,,,,True,,,,,,1.5,0.25,82.11628333,105.74356047,13.12981253,298.32634052,0.0,592.586,0.33,1.0
stockOrch,146588263,infrastructure_155,fCheck,1.0,129,True,True,True,16.17452414,111,0.75,34.46563136,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_155,fBuyOrSell,0.66,43,True,True,True,29.50677809,43,0.75,73.81200605,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_155,fSell,0.66,75,True,True,True,8.29558335,75,0.75,20.96439411,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_155,fBuy,0.66,90,True,True,True,0.700001,78,0.75,19.16846193,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_155,fRecord,0.33,149,True,True,True,27.70110039,50,0.75,56.73970904,27.70110039,,,,,,,,,,
stockOrch,146588263,infrastructure_155,__global__,,,,,True,,,,,,1.5,0.25,77.88019479,104.68108971,6.03423118,337.64658865,0.0,598.285,0.33,1.0
stockOrch,146588263,infrastructure_160,fCheck,1.0,150,True,True,True,16.29858981,111,0.75,35.25840125,16.29858981,,,,,,,,,,
stockOrch,146588263,infrastructure_160,fBuyOrSell,0.66,50,True,True,True,32.07114344,50,0.75,72.14323872,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_160,fSell,0.66,69,True,True,True,8.32631233,69,0.75,20.7080618,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_160,fBuy,0.66,84,True,True,True,8.32631233,72,0.75,18.40773577,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_160,fRecord,0.33,150,True,True,True,16.50338905,50,0.75,54.1639913,16.50338905,,,,,,,,,,
stockOrch,146588263,infrastructure_160,__global__,,,,,True,,,,,,1.5,0.25,73.19943463,100.18045849,25.46392256,274.69830411,0.0,596.819,0.33,1.0
stockOrch,146588263,infrastructure_165,fCheck,1.0,92,True,True,True,16.29858981,124,0.75,38.27036362,16.29858981,,,,,,,,,,
stockOrch,146588263,infrastructure_165,fBuyOrSell,0.66,46,True,True,True,34.24951991,46,0.75,76.3878764,34.24951991,,,,,,,,,,
stockOrch,146588263,infrastructure_165,fSell,0.66,84,True,True,True,8.36623361,84,0.75,17.52363142,8.36623361,,,,,,,,,,
stockOrch,146588263,infrastructure_165,fBuy,0.66,99,True,True,True,8.36623361,87,0.75,16.34839142,8.36623361,,,,,,,,,,
stockOrch,146588263,infrastructure_165,fRecord,0.33,100,True,True,True,25.00677809,50,0.75,55.4010593,25.00677809,,,,,,,,,,
stockOrch,146588263,infrastructure_165,__global__,,,,,True,,,,,,1.5,0.25,83.92112142,109.68966875,34.00723288,319.96449136,0.0,594.252,0.33,1.0
stockOrch,146588263,infrastructure_170,fCheck,1.0,138,True,True,True,16.17452414,112,0.75,37.96466192,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_170,fBuyOrSell,0.66,46,True,True,True,29.50677809,46,0.75,75.87747412,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_170,fSell,0.66,79,True,True,True,8.29558335,79,0.75,20.22510484,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_170,fBuy,0.66,94,True,True,True,0.700001,82,0.75,18.73361445,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_170,fRecord,0.33,152,True,True,True,34.81587644,51,0.75,55.44678126,34.81587644,,,,,,,,,,
stockOrch,146588263,infrastructure_170,__global__,,,,,True,,,,,,1.5,0.25,84.99497084,110.93829737,13.12981253,339.88043941,0.0,599.46,0.33,1.0
stockOrch,146588263,infrastructure_175,fCheck,1.0,156,True,True,True,15.5334328,118,0.75,35.92252403,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_175,fBuyOrSell,0.66,52,True,True,True,32.56740612,52,0.75,75.1521578,32.56740612,,,,,,,,,,
stockOrch,146588263,infrastructure_175,fSell,0.66,71,True,True,True,8.30621704,71,0.75,24.90551725,8.30621704,,,,,,,,,,
stockOrch,146588263,infrastructure_175,fBuy,0.66,86,True,True,True,8.30621704,74,0.75,21.40296626,8.30621704,,,,,,,,,,
stockOrch,146588263,infrastructure_175,fRecord,0.33,159,True,True,True,18.87475996,53,0.75,56.35614266,18.87475996,,,,,,,,,,
stockOrch,146588263,infrastructure_175,__global__,,,,,True,,,,,,1.5,0.25,75.28181592,104.1076285,27.81519818,281.6980107,0.0,599.085,0.33,1.0
stockOrch,146588263,infrastructure_180,fCheck,1.0,153,True,True,True,16.03557172,133,0.75,38.11146489,16.03557172,,,,,,,,,,
stockOrch,146588263,infrastructure_180,fBuyOrSell,0.66,51,True,True,True,29.50677809,51,0.75,75.5925826,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_180,fSell,0.66,85,True,True,True,8.46040774,85,0.75,20.71976663,8.46040774,,,,,,,,,,
stockOrch,146588263,infrastructure_180,fBuy,0.66,100,True,True,True,0.700001,88,0.75,19.36979582,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_180,fRecord,0.33,165,True,True,True,27.70110039,55,0.75,55.09125195,27.70110039,,,,,,,,,,
stockOrch,146588263,infrastructure_180,__global__,,,,,True,,,,,,1.5,0.25,77.82365457,105.57776109,31.26940826,320.3797874,0.0,596.462,0.33,1.0
stockOrch,146588263,infrastructure_185,fCheck,1.0,159,True,True,True,15.5334328,130,0.75,35.26061046,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_185,fBuyOrSell,0.66,53,True,True,True,32.07114344,53,0.75,74.47086812,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_185,fSell,0.66,78,True,True,True,8.32631233,78,0.75,22.37163446,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_185,fBuy,0.66,93,True,True,True,8.32631233,81,0.75,20.42477934,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_185,fRecord,0.33,168,True,True,True,25.44328603,56,0.75,53.69010742,25.44328603,,,,,,,,,,
stockOrch,146588263,infrastructure_185,__global__,,,,,True,,,,,,1.5,0.25,81.3741746,107.23557917,34.01611432,362.12720261,0.0,598.396,0.33,1.0
stockOrch,146588263,infrastructure_190,fCheck,1.0,224,True,True,True,15.5334328,125,0.75,36.08425812,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_190,fBuyOrSell,0.66,56,True,True,True,32.07114344,56,0.75,72.16851624,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_190,fSell,0.66,74,True,True,True,8.30621704,74,0.75,19.06186389,8.30621704,,,,,,,,,,
stockOrch,146588263,infrastructure_190,fBuy,0.66,89,True,True,True,8.30621704,77,0.75,17.50428631,8.30621704,,,,,,,,,,
stockOrch,146588263,infrastructure_190,fRecord,0.33,236,True,True,True,23.74839786,59,0.75,53.8059581,23.74839786,,,,,,,,,,
stockOrch,146588263,infrastructure_190,__global__,,,,,True,,,,,,1.5,0.25,79.65919114,104.82984525,32.68883608,358.32875489,0.0,599.744,0.33,1.0
stockOrch,146588263,infrastructure_195,fCheck,1.0,108,True,True,True,15.5334328,137,0.75,34.26018024,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_195,fBuyOrSell,0.66,54,True,True,True,32.56740612,54,0.75,70.81532216,32.56740612,,,,,,,,,,
stockOrch,146588263,infrastructure_195,fSell,0.66,85,True,True,True,8.46040774,85,0.75,18.32503198,8.46040774,,,,,,,,,,
stockOrch,146588263,infrastructure_195,fBuy,0.66,100,True,True,True,8.46040774,88,0.75,16.96375142,8.46040774,,,,,,,,,,
stockOrch,146588263,infrastructure_195,fRecord,0.33,116,True,True,True,17.78557172,58,0.75,53.53153163,17.78557172,,,,,,,,,,
stockOrch,146588263,infrastructure_195,__global__,,,,,True,,,,,,1.5,0.25,74.34681838,99.82297022,26.88020064,360.52012426,0.0,599.631,0.33,1.0
stockOrch,146588263,infrastructure_200,fCheck,1.0,118,True,True,True,16.03557172,138,0.75,35.06020878,16.03557172,,,,,,,,,,
stockOrch,146588263,infrastructure_200,fBuyOrSell,0.66,59,True,True,True,29.50677809,59,0.75,71.26215042,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_200,fSell,0.66,92,True,True,True,8.29558335,92,0.75,21.65383778,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_200,fBuy,0.66,107,True,True,True,0.700001,95,0.75,20.32712103,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_200,fRecord,0.33,124,True,True,True,23.51638829,62,0.75,53.8059581,23.51638829,,,,,,,,,,
stockOrch,146588263,infrastructure_200,__global__,,,,,True,,,,,,1.5,0.25,73.55653028,100.44709688,13.12981253,339.23612334,0.0,599.631,0.33,1.0
stockOrch,146588263,infrastructure_205,fCheck,1.0,244,True,True,True,16.17452414,155,0.75,35.45667795,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_205,fBuyOrSell,0.66,61,True,True,True,29.50677809,61,0.75,74.44445345,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_205,fSell,0.66,106,True,True,True,8.29558335,106,0.75,19.97816602,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_205,fBuy,0.66,121,True,True,True,0.700001,109,0.75,17.18232359,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_205,fRecord,0.33,264,True,True,True,28.90354618,66,0.75,56.35614266,28.90354618,,,,,,,,,,
stockOrch,146588263,infrastructure_205,__global__,,,,,True,,,,,,1.5,0.25,79.08264058,105.52136015,13.12981253,303.02139685,0.0,599.631,0.33,1.0
stockOrch,146588263,infrastructure_210,fCheck,1.0,118,True,True,True,16.17452414,143,0.75,37.00215947,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_210,fBuyOrSell,0.66,59,True,True,True,36.06740612,59,0.75,74.24837726,36.06740612,,,,,,,,,,
stockOrch,146588263,infrastructure_210,fSell,0.66,91,True,True,True,8.29558335,91,0.75,20.3900643,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_210,fBuy,0.66,106,True,True,True,8.29558335,94,0.75,18.48903464,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_210,fRecord,0.33,130,True,True,True,18.87475996,65,0.75,54.1639913,18.87475996,,,,,,,,,,
stockOrch,146588263,infrastructure_210,__global__,,,,,True,,,,,,1.5,0.25,79.41227357,105.77272455,13.12981253,364.02012426,0.0,598.939,0.33,1.0
stockOrch,146588263,infrastructure_215,fCheck,1.0,260,True,True,True,15.5334328,149,0.75,35.26061046,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_215,fBuyOrSell,0.66,65,True,True,True,35.57114344,65,0.75,72.72292978,35.57114344,,,,,,,,,,
stockOrch,146588263,infrastructure_215,fSell,0.66,87,True,True,True,8.36623361,87,0.75,20.50974126,8.36623361,,,,,,,,,,
stockOrch,146588263,infrastructure_215,fBuy,0.66,102,True,True,True,8.36623361,90,0.75,19.02150466,8.36623361,,,,,,,,,,
stockOrch,146588263,infrastructure_215,fRecord,0.33,262,True,True,True,24.4766172,66,0.75,55.09470385,24.4766172,,,,,,,,,,
stockOrch,146588263,infrastructure_215,__global__,,,,,True,,,,,,1.5,0.25,83.94742705,108.67153705,13.20046279,282.06022727,0.0,597.827,0.33,1.0
stockOrch,146588263,infrastructure_220,fCheck,1.0,124,True,True,True,15.5334328,148,0.75,35.45667795,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_220,fBuyOrSell,0.66,62,True,True,True,37.28023873,62,0.75,70.46284239,37.28023873,,,,,,,,,,
stockOrch,146588263,infrastructure_220,fSell,0.66,94,True,True,True,8.29558335,94,0.75,20.20972049,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_220,fBuy,0.66,109,True,True,True,0.700001,97,0.75,18.65584716,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_220,fRecord,0.33,132,True,True,True,34.81587644,66,0.75,50.90461636,34.81587644,,,,,,,,,,
stockOrch,146588263,infrastructure_220,__global__,,,,,True,,,,,,1.5,0.25,92.12734014,113.15973524,13.12981253,362.55158313,0.0,599.674,0.33,1.0
